;298129867;252178981;232360423;24636726;236753132;67266092;54841036;162229783;86572654;133950608;100039149;125609729;23283346;62777137;132095965;78388310;33528440;40508493;244279936;139575659;46302075;225839890;70444143;51782912;58093444;166296066;187920515;83313300;36856780;200257601
298129867;;8;68;8;12;36;4;44;36;56;12;40;8;40;44;44;40;40;48;64;36;20;28;24;36;40;12;32;12;52
252178981;8;;34;4;6;18;2;22;18;28;6;20;4;20;22;22;20;20;24;32;18;10;14;12;18;20;6;16;6;26
232360423;68;34;;34;51;153;17;187;153;238;51;170;34;170;187;187;170;170;204;272;153;85;119;102;153;170;51;136;51;221
24636726;8;4;34;;6;18;2;22;18;28;6;20;4;20;22;22;20;20;24;32;18;10;14;12;18;20;6;16;6;26
236753132;12;6;51;6;;27;3;33;27;42;9;30;6;30;33;33;30;30;36;48;27;15;21;18;27;30;9;24;9;39
67266092;36;18;153;18;27;;9;99;81;126;27;90;18;90;99;99;90;90;108;144;81;45;63;54;81;90;27;72;27;117
54841036;4;2;17;2;3;9;;11;9;14;3;10;2;10;11;11;10;10;12;16;9;5;7;6;9;10;3;8;3;13
162229783;44;22;187;22;33;99;11;;99;154;33;110;22;110;121;121;110;110;132;176;99;55;77;66;99;110;33;88;33;143
86572654;36;18;153;18;27;81;9;99;;126;27;90;18;90;99;99;90;90;108;144;81;45;63;54;81;90;27;72;27;117
133950608;56;28;238;28;42;126;14;154;126;;42;140;28;140;154;154;140;140;168;224;126;70;98;84;126;140;42;112;42;182
100039149;12;6;51;6;9;27;3;33;27;42;;30;6;30;33;33;30;30;36;48;27;15;21;18;27;30;9;24;9;39
125609729;40;20;170;20;30;90;10;110;90;140;30;;20;100;110;110;100;100;120;160;90;50;70;60;90;100;30;80;30;130
23283346;8;4;34;4;6;18;2;22;18;28;6;20;;20;22;22;20;20;24;32;18;10;14;12;18;20;6;16;6;26
62777137;40;20;170;20;30;90;10;110;90;140;30;100;20;;110;110;100;100;120;160;90;50;70;60;90;100;30;80;30;130
132095965;44;22;187;22;33;99;11;121;99;154;33;110;22;110;;121;110;110;132;176;99;55;77;66;99;110;33;88;33;143
78388310;44;22;187;22;33;99;11;121;99;154;33;110;22;110;121;;110;110;132;176;99;55;77;66;99;110;33;88;33;143
33528440;40;20;170;20;30;90;10;110;90;140;30;100;20;100;110;110;;100;120;160;90;50;70;60;90;100;30;80;30;130
40508493;40;20;170;20;30;90;10;110;90;140;30;100;20;100;110;110;100;;120;160;90;50;70;60;90;100;30;80;30;130
244279936;48;24;204;24;36;108;12;132;108;168;36;120;24;120;132;132;120;120;;192;108;60;84;72;108;120;36;96;36;156
139575659;64;32;272;32;48;144;16;176;144;224;48;160;32;160;176;176;160;160;192;;144;80;112;96;144;160;48;128;48;208
46302075;36;18;153;18;27;81;9;99;81;126;27;90;18;90;99;99;90;90;108;144;;45;63;54;81;90;27;72;27;117
225839890;20;10;85;10;15;45;5;55;45;70;15;50;10;50;55;55;50;50;60;80;45;;35;30;45;50;15;40;15;65
70444143;28;14;119;14;21;63;7;77;63;98;21;70;14;70;77;77;70;70;84;112;63;35;;42;63;70;21;56;21;91
51782912;24;12;102;12;18;54;6;66;54;84;18;60;12;60;66;66;60;60;72;96;54;30;42;;54;60;18;48;18;78
58093444;36;18;153;18;27;81;9;99;81;126;27;90;18;90;99;99;90;90;108;144;81;45;63;54;;90;27;72;27;117
166296066;40;20;170;20;30;90;10;110;90;140;30;100;20;100;110;110;100;100;120;160;90;50;70;60;90;;30;80;30;130
187920515;12;6;51;6;9;27;3;33;27;42;9;30;6;30;33;33;30;30;36;48;27;15;21;18;27;30;;24;9;39
83313300;32;16;136;16;24;72;8;88;72;112;24;80;16;80;88;88;80;80;96;128;72;40;56;48;72;80;24;;24;104
36856780;12;6;51;6;9;27;3;33;27;42;9;30;6;30;33;33;30;30;36;48;27;15;21;18;27;30;9;24;;39
200257601;52;26;221;26;39;117;13;143;117;182;39;130;26;130;143;143;130;130;156;208;117;65;91;78;117;130;39;104;39;
