;298129867;252178981;232360423;24636726;236753132;67266092;54841036;162229783;86572654;133950608;100039149;125609729;23283346;62777137;132095965;78388310;33528440;40508493;244279936;139575659;46302075;225839890;70444143;51782912;58093444;166296066;187920515;83313300;36856780;200257601
298129867;;0;2;0;0;3;0;1;4;1;0;2;0;1;1;1;0;3;3;2;1;2;0;1;1;0;1;1;0;0
252178981;0;;2;0;0;0;0;2;0;1;1;0;0;2;1;2;2;0;0;2;2;0;0;0;2;2;0;2;1;1
232360423;2;2;;1;2;6;1;7;5;9;2;5;1;8;7;8;6;6;8;13;7;3;5;3;7;5;2;8;1;8
24636726;0;0;1;;1;0;0;2;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;1
236753132;0;0;2;1;;0;0;1;0;2;0;0;0;0;1;2;0;0;0;2;1;0;0;0;2;2;0;2;0;2
67266092;3;0;6;0;0;;0;2;6;2;1;6;0;4;3;1;3;5;6;5;3;4;4;2;1;1;2;2;1;1
54841036;0;0;1;0;0;0;;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1
162229783;1;2;7;2;1;2;0;;3;9;3;2;0;5;6;8;4;4;3;4;7;0;2;2;8;8;1;6;2;8
86572654;4;0;5;0;0;6;0;3;;4;1;7;0;4;3;3;4;6;7;5;4;3;5;4;2;2;3;2;1;3
133950608;1;1;9;1;2;2;1;9;4;;3;3;2;5;6;9;4;4;5;7;7;0;4;3;8;7;1;6;1;11
100039149;0;1;2;0;0;1;0;3;1;3;;1;0;3;1;1;2;1;1;1;3;0;1;1;2;3;0;2;1;2
125609729;2;0;5;0;0;6;0;2;7;3;1;;0;4;5;2;4;6;7;5;3;4;5;4;1;2;2;1;1;3
23283346;0;0;1;0;0;0;1;0;0;2;0;0;;1;0;0;0;0;1;2;0;0;1;1;0;0;0;0;0;1
62777137;1;2;8;0;0;4;1;5;4;5;3;4;1;;4;3;6;6;6;7;6;3;4;5;4;5;2;3;2;5
132095965;1;1;7;0;1;3;0;6;3;6;1;5;0;4;;6;2;4;5;6;5;3;2;2;6;6;2;5;1;7
78388310;1;2;8;1;2;1;0;8;3;9;1;2;0;3;6;;4;3;3;7;6;0;2;1;8;6;1;6;1;9
33528440;0;2;6;0;0;3;0;4;4;4;2;4;0;6;2;4;;4;5;6;5;1;5;4;3;4;1;2;3;4
40508493;3;0;6;0;0;5;0;4;6;4;1;6;0;6;4;3;4;;6;5;4;4;3;5;3;3;2;1;1;3
244279936;3;0;8;0;0;6;1;3;7;5;1;7;1;6;5;3;5;6;;9;2;3;6;5;2;2;3;1;1;5
139575659;2;2;13;1;2;5;1;4;5;7;1;5;2;7;6;7;6;5;9;;4;4;5;4;5;3;2;5;1;7
46302075;1;2;7;0;1;3;0;7;4;7;3;3;0;6;5;6;5;4;2;4;;1;3;3;6;7;1;6;2;6
225839890;2;0;3;0;0;4;0;0;3;0;0;4;0;3;3;0;1;4;3;4;1;;1;2;0;0;1;0;0;0
70444143;0;0;5;0;0;4;1;2;5;4;1;5;1;4;2;2;5;3;6;5;3;1;;4;1;2;2;1;1;4
51782912;1;0;3;0;0;2;1;2;4;3;1;4;1;5;2;1;4;5;5;4;3;2;4;;1;2;1;0;1;3
58093444;1;2;7;1;2;1;0;8;2;8;2;1;0;4;6;8;3;3;2;5;6;0;1;1;;6;1;6;1;7
166296066;0;2;5;1;2;1;0;8;2;7;3;2;0;5;6;6;4;3;2;3;7;0;2;2;6;;1;5;2;7
187920515;1;0;2;0;0;2;0;1;3;1;0;2;0;2;2;1;1;2;3;2;1;1;2;1;1;1;;1;0;1
83313300;1;2;8;1;2;2;0;6;2;6;2;1;0;3;5;6;2;1;1;5;6;0;1;0;6;5;1;;1;5
36856780;0;1;1;0;0;1;0;2;1;1;1;1;0;2;1;1;3;1;1;1;2;0;1;1;1;2;0;1;;2
200257601;0;1;8;1;2;1;1;8;3;11;2;3;1;5;7;9;4;3;5;7;6;0;4;3;7;7;1;5;2;
